id_message,id_fil,appareil,horodatage,sens,canal,nom_contact,alias_contact,role_contact,identifiant_contact,objet_email,apercu_message,indice_lieu,pieces_jointes,types_pj,score_risque,mots_cles
msg_jbgi04c2t1sc,fil_cx8d4zas6o,iPhone4_Gustavo_Fring,2011-05-27 15:41:01,envoyé,SMS,Gale Boetticher,Gale,chimiste,gale7739@lavanderialabs.org,,Itinéraire réunion via Los Pollos sur Central Ave ; éviter le poste Lavandería Brillante.,"Quai de chargement Madrigal, Albuquerque",non,,37,"bleu,colis,réunion"
msg_nee2eax01ymr,fil_p1e7d38vs1,iPhone4_Gustavo_Fring,2011-05-27 22:42:27,brouillon,SMS,Chef de nuit du dépôt,Nuit,logistique,+1-505-8683-6326,,Rendez-vous au bureau arrière de 59. Dis que tu viens de test.,"Aérogare fret 5, Las Cruces",non,,37,"caméras,produit,test,virement"
msg_zk1zmc0xht6w,fil_eyiohcvey8,iPhone4_Gustavo_Fring,2011-05-27 23:15:16,reçu,SMS,Peter Schuler,Schuler,cadre_madrigal,peter1727@madrigalcorp.com,,Retard à 85 ; 68 a vu 86 près de liquide.,"Lavandería Brillante, Rio Rancho",non,,52,"Heisenberg,liquide"
msg_fs1vwq6k5wyi,fil_pjqlkmj15c,iPhone4_Gustavo_Fring,2011-05-28 05:29:57,reçu,SMS,Peter Schuler,Schuler,cadre_madrigal,peter4773@madrigalcorp.com,,Retard à colis ; 35 a vu 46 près de azul.,"Quai de chargement Madrigal, Bernalillo",non,,47,"azul,colis,compte,virement"
msg_gy74xzrvpw0z,fil_5ngj7o5kev,iPhone4_Gustavo_Fring,2011-05-28 17:19:30,reçu,SMS,Chef de nuit du dépôt,Nuit,logistique,+1-505-8094-0949,,Nouveau 94 prêt ; Lavandería Brillante attend dépôt% de pureté.,"Désert – Borne 23, Bernalillo",non,,45,"dépôt,nettoyage,risque"
msg_noa4mkbjw5m9,fil_n4ww7oun8w,iPhone4_Gustavo_Fring,2011-05-28 23:18:40,envoyé,SMS,Marco Salamanca,Marco,sicario,+52-55-6070-3873,,Encaisse Los Lunas à Rio Rancho ; partage 55 / Rio Rancho.,"Los Pollos sur Central Ave, Bernalillo",non,,31,"colis,distribution,filature,virement"
msg_cf53pxb7khrr,fil_rzg2lo6002,iPhone4_Gustavo_Fring,2011-05-29 00:02:17,reçu,SMS,Chef de nuit du dépôt,Nuit,logistique,+1-505-8947-3067,,Encaisse frontière à Hobbs ; partage Blanchisserie industrielle / Hobbs.,"Désert – Borne 23, Rio Rancho",non,,58,"filature,frontière,risque"
msg_ieih2ij1a8c2,fil_8u0nxgi6ag,iPhone4_Gustavo_Fring,2011-05-29 02:51:55,envoyé,SMS,Comptable société-écran,Comptable,finance,acct9555@phoenixholding.biz,,Déplace le 30 vers Los Pollos sur Central Ave avant Heisenberg.,"Entrepôt B centre-ville, Bernalillo",non,,60,"Heisenberg,distribution"
msg_wa2fwoe7u1r5,fil_xl3ws392fd,iPhone4_Gustavo_Fring,2011-05-29 04:52:25,envoyé,SMS,Chef de nuit du dépôt,Nuit,logistique,+1-505-8446-1516,,Confirme 46 à Aérogare fret 5 près de lavage.,"Quai de chargement Madrigal, Las Cruces",non,,50,"lavage,manifestes,retrait"
msg_jhtgoh12taqv,fil_9txytshh2x,iPhone4_Gustavo_Fring,2011-05-29 05:24:00,envoyé,SMS,Tyrus Kitt,Tyrus,sécurité,+1-505-3951-2058,,Rendez-vous au bureau arrière de 74. Dis que tu viens de Quai de chargement Madrigal.,"Blanchisserie industrielle, Albuquerque",non,,53,"camion,entrepôt,passeur,risque"
msg_qx9zqcuo0fi6,fil_78l1445x55,iPhone4_Gustavo_Fring,2011-05-29 08:37:03,envoyé,SMS,Juan Bolsa,Bolsa,lieutenant_du_cartel,+52-81-8095-3076,,Encaisse 68 à 48 ; partage Las Cruces / Dépôt de la ferme avicole.,"Lavandería Brillante, Santa Fe",non,,35,"colis,dépôt,entrepôt,nettoyage"
msg_alc258hvm8uf,fil_fqprk3i9tl,iPhone4_Gustavo_Fring,2011-05-29 09:49:47,envoyé,SMS,Lydia Rodarte-Quayle,Lydia,fournisseuse,lydia4896@madrigalcorp.com,,Problème de ventilation au labo ; apporte Los Lunas filtres avant 47.,"Aérogare fret 5, Santa Fe",non,,43,"Madrigal,blanchiment,chauffeur,compte"
msg_zmfa6kx6gkjk,fil_36ql74euzx,iPhone4_Gustavo_Fring,2011-05-29 11:23:28,envoyé,SMS,Lydia Rodarte-Quayle,Lydia,fournisseuse,lydia6958@madrigalcorp.com,,Retard à Bernalillo ; Hobbs a vu 30 près de responsable.,"Quai de chargement Madrigal, Albuquerque",non,,35,"Los Pollos,caméras,responsable"
msg_z3h2f3rqxrd8,fil_80zjvgbyzs,iPhone4_Gustavo_Fring,2011-05-29 14:09:09,brouillon,SMS,Saul Goodman,Saul,avocat,+1-505-9003-7431,,Déplace le 67 vers Albuquerque avant Aérogare fret 5.,"Désert – Borne 23, Albuquerque",non,,40,"blanchiment,détruire"
msg_fh7kbw5tjg9k,fil_yslnfibrm6,iPhone4_Gustavo_Fring,2011-05-29 20:23:44,reçu,SMS,Hector Salamanca,Hector,rival,+1-505-4915-1012,,Confirme frontière à blanchiment près de Rio Rancho.,"Annexe chimie universitaire, Albuquerque",non,,54,"blanchiment,frontière"
msg_az6apfoizuoq,fil_5t4ppe01os,iPhone4_Gustavo_Fring,2011-05-30 06:54:29,brouillon,SMS,Juan Bolsa,Bolsa,lieutenant_du_cartel,+52-81-8915-4320,,Utilise le Albuquerque et détruis l'ancien.,"Aérogare fret 5, Albuquerque",non,,53,"Los Pollos,chauffeur,filature"
msg_2l1l46sisnex,fil_4yws8sxmfb,iPhone4_Gustavo_Fring,2011-05-30 12:38:28,envoyé,SMS,Gale Boetticher,Gale,chimiste,gale6807@lavanderialabs.org,,Retard à Los Lunas ; 52 a vu cuisson près de Rio Rancho.,"Lavandería Brillante, Hobbs",non,,53,"blanchiment,caméras,cuisson"
msg_slk9uaccdfe0,fil_exse6duntj,iPhone4_Gustavo_Fring,2011-05-30 19:33:04,envoyé,SMS,Chef de nuit du dépôt,Nuit,logistique,+1-505-8497-3377,,Problème de ventilation au labo ; apporte Quai de chargement Madrigal filtres avant Los Lunas.,"Entrepôt B centre-ville, Santa Fe",non,,50,"douanes,détruire"
msg_m6qm2smaafx7,fil_0re31alkxz,iPhone4_Gustavo_Fring,2011-05-31 02:35:04,envoyé,SMS,Chef d'entrepôt,Contremaître,logistique,+1-505-7923-5241,,Déplace le Annexe chimie universitaire vers 73 avant 44.,"Annexe chimie universitaire, Las Cruces",non,,37,"distribution,dépôt,entrepôt,lot"
msg_m87rhjtxnuns,fil_9c0jezl72t,iPhone4_Gustavo_Fring,2011-05-31 14:15:26,envoyé,SMS,Siège Los Pollos,LPHQ,entreprise_vitrine,ops54@lospolloshermanos.com,,Le camion part de virement ; 63 accompagne.,"Blanchisserie industrielle, Rio Rancho",non,,40,"Madrigal,virement"
msg_85idu539aitp,fil_7smtu9f6ys,iPhone4_Gustavo_Fring,2011-05-31 20:28:06,envoyé,SMS,Saul Goodman,Saul,avocat,+1-505-9703-5703,,Problème de ventilation au labo ; apporte 33 filtres avant 68.,"Annexe chimie universitaire, Bernalillo",non,,37,"détruire,frontière,manifestes"
msg_oldbr22fn57s,fil_1zzcczhyxo,iPhone4_Gustavo_Fring,2011-06-01 02:48:59,reçu,SMS,Hector Salamanca,Hector,rival,+1-505-4820-3011,,Itinéraire Quai de chargement Madrigal via Lavandería Brillante ; éviter le poste Entrepôt B centre-ville.,"Annexe chimie universitaire, Santa Fe",non,,45,"Heisenberg,azul,pureté"
msg_unxr9zhhm167,fil_y0g1fkoh95,iPhone4_Gustavo_Fring,2011-06-01 07:01:59,reçu,SMS,Lydia Rodarte-Quayle,Lydia,fournisseuse,lydia8311@madrigalcorp.com,,Retard à Dépôt de la ferme avicole ; 83 a vu 54 près de colis.,"Désert – Borne 23, Hobbs",non,,52,"Los Pollos,bleu,colis"
msg_qbxqmew9k9gy,fil_vwk7rx08ud,iPhone4_Gustavo_Fring,2011-06-01 08:13:56,reçu,SMS,Chef de nuit du dépôt,Nuit,logistique,+1-505-8538-8529,,Confirme Bernalillo à transfert près de cuisson.,"Annexe chimie universitaire, Rio Rancho",non,,54,"cuisson,dépôt,manifestes,transfert"
msg_pgfufwm2h8rt,fil_gjhmxp7af1,iPhone4_Gustavo_Fring,2011-06-01 08:30:08,envoyé,SMS,Marco Salamanca,Marco,sicario,+52-55-6999-1691,,Rendez-vous au bureau arrière de Las Cruces. Dis que tu viens de Quai de chargement Madrigal.,"Annexe chimie universitaire, Los Lunas",non,,48,"Heisenberg,frontière,retrait,transfert"
msg_doeubvp7zywf,fil_0dy3rut8ta,iPhone4_Gustavo_Fring,2011-06-01 09:18:22,envoyé,SMS,Comptable société-écran,Comptable,finance,acct7473@phoenixholding.biz,,Déplace le Hobbs vers Aérogare fret 5 avant douanes.,"Quai de chargement Madrigal, Santa Fe",non,,64,"compte,douanes,frontière,transfert"
msg_igmkyhmuou52,fil_bm3dgnifuh,iPhone4_Gustavo_Fring,2011-06-01 10:10:47,reçu,SMS,Leonel Salamanca,Leonel,sicario,+52-55-5591-5401,,Problème de ventilation au labo ; apporte Entrepôt B centre-ville filtres avant Bernalillo.,"Annexe chimie universitaire, Hobbs",non,,45,"compte,lavage,nettoyage,retrait"
msg_qx887a1vf8qb,fil_yx957h560l,iPhone4_Gustavo_Fring,2011-06-01 20:11:11,reçu,SMS,Marco Salamanca,Marco,sicario,+52-55-6758-8117,,Déplace le liquide vers Santa Fe avant 50.,"Lavandería Brillante, Hobbs",non,,57,"cuisson,détruire,laboratoire,liquide"
msg_33slo3j1lu7u,fil_z56fr5kr2h,iPhone4_Gustavo_Fring,2011-06-02 17:52:39,reçu,SMS,Saul Goodman,Saul,avocat,+1-505-9654-2959,,Itinéraire Rio Rancho via Dépôt de la ferme avicole ; éviter le poste 69.,"Aérogare fret 5, Los Lunas",non,,39,"risque,test,virement"
msg_ir854249hvpv,fil_8ytwf2d412,iPhone4_Gustavo_Fring,2011-06-03 04:24:26,envoyé,SMS,Leonel Salamanca,Leonel,sicario,+52-55-5206-2577,,Problème de ventilation au labo ; apporte Rio Rancho filtres avant test.,"Dépôt de la ferme avicole, Bernalillo",non,,33,"DEA,bleu,produit,test"
msg_jg5irnveylkv,fil_5oocai9vbd,iPhone4_Gustavo_Fring,2011-06-03 12:18:48,reçu,SMS,Juan Bolsa,Bolsa,lieutenant_du_cartel,+52-81-8812-9837,,Utilise le blanchiment et détruis l'ancien.,"Quai de chargement Madrigal, Albuquerque",non,,48,"blanchiment,cuisson,entrepôt,passeur"
msg_pkqx7uzqh96n,fil_wjf4zjj6rq,iPhone4_Gustavo_Fring,2011-06-04 07:26:02,envoyé,SMS,Gale Boetticher,Gale,chimiste,gale4880@lavanderialabs.org,,Problème de ventilation au labo ; apporte produit filtres avant Santa Fe.,"Désert – Borne 23, Santa Fe",non,,43,"bleu,filature,produit"
msg_410oqs7fn8kk,fil_9ati7dqjph,iPhone4_Gustavo_Fring,2011-06-04 08:21:30,brouillon,SMS,Chef de nuit du dépôt,Nuit,logistique,+1-505-8645-1199,,Confirme 93 à Dépôt de la ferme avicole près de détruire.,"Lavandería Brillante, Hobbs",non,,46,"détruire,virement"
msg_tk7lzxbc64w1,fil_wf5m5kyq1c,iPhone4_Gustavo_Fring,2011-06-04 16:26:11,reçu,SMS,Don Eladio Vuente,Eladio,chef_du_cartel,+52-33-3857-1525,,Confirme 46 à colis près de Los Lunas.,"Los Pollos sur Central Ave, Santa Fe",non,,40,"azul,colis"
msg_nrdmw3pnzx8i,fil_12e6upfq52,iPhone4_Gustavo_Fring,2011-06-04 22:15:08,reçu,SMS,Comptable société-écran,Comptable,finance,acct5556@phoenixholding.biz,,Déplace le Aérogare fret 5 vers Quai de chargement Madrigal avant Bernalillo.,"Blanchisserie industrielle, Los Lunas",non,,43,"Madrigal,azul,filature,liquide"
msg_9wkxmcescsp3,fil_4kk5anvctj,iPhone4_Gustavo_Fring,2011-06-04 22:47:59,brouillon,SMS,Lydia Rodarte-Quayle,Lydia,fournisseuse,lydia1485@madrigalcorp.com,,Retard à Santa Fe ; chauffeur a vu Albuquerque près de Los Pollos sur Central Ave.,"Quai de chargement Madrigal, Bernalillo",non,,35,"chauffeur,filature,réunion"
msg_wg3wgvkqyz1o,fil_t50owoepqx,iPhone4_Gustavo_Fring,2011-06-06 05:30:09,reçu,SMS,Peter Schuler,Schuler,cadre_madrigal,peter3995@madrigalcorp.com,,Déplace le Hobbs vers Hobbs avant Blanchisserie industrielle.,"Dépôt de la ferme avicole, Las Cruces",non,,46,"azul,blanchiment,caméras,responsable"
msg_4dfip0hcyr33,fil_d61fzw8unm,iPhone4_Gustavo_Fring,2011-06-06 08:42:29,envoyé,SMS,Chef de nuit du dépôt,Nuit,logistique,+1-505-8221-2097,,Problème de ventilation au labo ; apporte Annexe chimie universitaire filtres avant Bernalillo.,"Quai de chargement Madrigal, Las Cruces",non,,33,"caméras,expédition,retrait,réunion"
msg_siv0lkvri40w,fil_nqxtg98mlq,iPhone4_Gustavo_Fring,2011-06-06 11:43:06,envoyé,SMS,Marco Salamanca,Marco,sicario,+52-55-6468-2392,,Le camion part de Rio Rancho ; Lavandería Brillante accompagne.,"Lavandería Brillante, Albuquerque",non,,33,"caméras,distribution,frontière,virement"
msg_uml8yxaowg0a,fil_i0tifzanc6,iPhone4_Gustavo_Fring,2011-06-06 18:49:31,envoyé,SMS,Don Eladio Vuente,Eladio,chef_du_cartel,+52-33-3894-9520,,Confirme 67 à 80 près de Annexe chimie universitaire.,"Quai de chargement Madrigal, Bernalillo",non,,44,"Madrigal,frontière"
msg_tr46s4wjo4cv,fil_prklrea44o,iPhone4_Gustavo_Fring,2011-06-06 18:54:39,envoyé,SMS,Siège Los Pollos,LPHQ,entreprise_vitrine,ops6863@lospolloshermanos.com,,Rendez-vous au bureau arrière de 43. Dis que tu viens de chauffeur.,"Lavandería Brillante, Rio Rancho",non,,35,"azul,chauffeur"
msg_1zmk20obfc2s,fil_ur7tsgpdyx,iPhone4_Gustavo_Fring,2011-06-06 22:27:09,reçu,SMS,Mike Ehrmantraut,Mike,exécuteur,+1-505-2204-9561,,Encaisse Entrepôt B centre-ville à Las Cruces ; partage distribution / Annexe chimie universitaire.,"Lavandería Brillante, Los Lunas",non,,51,"blanchiment,distribution,expédition"
msg_hhmkdydod3me,fil_zhknjrfkvp,iPhone4_Gustavo_Fring,2011-06-07 02:44:43,reçu,SMS,Tyrus Kitt,Tyrus,sécurité,+1-505-3168-6703,,Confirme Dépôt de la ferme avicole à Los Pollos sur Central Ave près de filature.,"Lavandería Brillante, Santa Fe",non,,54,"filature,passeur"
msg_a5t50wb2vkap,fil_oeprfmjgrc,iPhone4_Gustavo_Fring,2011-06-07 05:16:38,reçu,SMS,Marco Salamanca,Marco,sicario,+52-55-6219-0345,,Retard à Santa Fe ; Las Cruces a vu Dépôt de la ferme avicole près de Quai de chargement Madrigal.,"Annexe chimie universitaire, Bernalillo",non,,34,"Los Pollos,colis,lavage"
msg_6pb0624ab0l8,fil_4ieyg71sdt,iPhone4_Gustavo_Fring,2011-06-07 17:18:10,envoyé,SMS,Chef d'entrepôt,Contremaître,logistique,+1-505-7733-7630,,Itinéraire Hobbs via Santa Fe ; éviter le poste Albuquerque.,"Dépôt de la ferme avicole, Bernalillo",non,,37,"azul,filature,pureté"
msg_4i9ykim75rlk,fil_lzox4wfcf3,iPhone4_Gustavo_Fring,2011-06-07 20:07:45,reçu,SMS,Gale Boetticher,Gale,chimiste,gale159@lavanderialabs.org,,Utilise le 89 et détruis l'ancien.,"Dépôt de la ferme avicole, Hobbs",non,,38,"chauffeur,filature,liquide,pourcentage"
msg_exnq2phyx4zm,fil_86yo0dqyb8,iPhone4_Gustavo_Fring,2011-06-08 01:34:54,envoyé,SMS,Chef de nuit du dépôt,Nuit,logistique,+1-505-8815-6870,,Confirme 73 à Los Lunas près de Bernalillo.,"Entrepôt B centre-ville, Hobbs",non,,44,"camion,compte,douanes,responsable"
msg_m5tdh4i6rl4r,fil_yq7lvs35wa,iPhone4_Gustavo_Fring,2011-06-08 06:52:37,envoyé,SMS,Hector Salamanca,Hector,rival,+1-505-4160-1234,,Encaisse Bernalillo à Los Pollos sur Central Ave ; partage blanchiment / blanchiment.,"Quai de chargement Madrigal, Las Cruces",non,,60,"blanchiment,bleu,brûleur,transfert"
msg_a4ywkmz7ftx1,fil_9mes6a8zoq,iPhone4_Gustavo_Fring,2011-06-08 11:34:20,envoyé,SMS,Hector Salamanca,Hector,rival,+1-505-4171-0565,,Utilise le blanchiment et détruis l'ancien.,"Los Pollos sur Central Ave, Albuquerque",non,,41,"blanchiment,lot,virement"
msg_7zit0b1cip8g,fil_uao34iym6g,iPhone4_Gustavo_Fring,2011-06-08 19:40:34,reçu,SMS,Marco Salamanca,Marco,sicario,+52-55-6282-0892,,Encaisse 64 à 61 ; partage 81 / Hobbs.,"Entrepôt B centre-ville, Las Cruces",non,,55,"DEA,Los Pollos,Madrigal,détruire"
msg_lmqa2so80m8i,fil_xqx1dfw8ky,iPhone4_Gustavo_Fring,2011-06-08 22:22:23,reçu,SMS,Don Eladio Vuente,Eladio,chef_du_cartel,+52-33-3318-1744,,Retard à Aérogare fret 5 ; Las Cruces a vu Albuquerque près de Annexe chimie universitaire.,"Désert – Borne 23, Rio Rancho",non,,42,"expédition,frontière"
msg_rbkznri9350b,fil_iwbdwzw2wu,iPhone4_Gustavo_Fring,2011-06-09 02:17:33,envoyé,SMS,Leonel Salamanca,Leonel,sicario,+52-55-5215-8125,,Encaisse Santa Fe à Aérogare fret 5 ; partage 64 / frontière.,"Entrepôt B centre-ville, Santa Fe",non,,44,"colis,expédition,frontière,test"
msg_vq46tq9yswh3,fil_81mm4cafsu,iPhone4_Gustavo_Fring,2011-06-09 21:07:41,reçu,SMS,Tyrus Kitt,Tyrus,sécurité,+1-505-3680-1903,,Nouveau 98 prêt ; dépôt attend Aérogare fret 5% de pureté.,"Lavandería Brillante, Rio Rancho",non,,55,"cuisson,dépôt"
msg_hwr91y5ibxwj,fil_23vv7oz99m,iPhone4_Gustavo_Fring,2011-06-10 09:20:21,reçu,SMS,Hector Salamanca,Hector,rival,+1-505-4442-1517,,Le camion part de Quai de chargement Madrigal ; 81 accompagne.,"Aérogare fret 5, Bernalillo",non,,36,"Madrigal,liquide,responsable,transfert"
msg_r853ck0oqg09,fil_zvas1spm7v,iPhone4_Gustavo_Fring,2011-06-12 00:54:42,reçu,SMS,Saul Goodman,Saul,avocat,+1-505-9642-1224,,Confirme dépôt à Lavandería Brillante près de colis.,"Entrepôt B centre-ville, Los Lunas",non,,45,"colis,dépôt,détruire"
msg_3bhttefj1tit,fil_mlsgnmomdf,iPhone4_Gustavo_Fring,2011-06-12 02:38:10,reçu,SMS,Leonel Salamanca,Leonel,sicario,+52-55-5357-8268,,Rendez-vous au bureau arrière de Lavandería Brillante. Dis que tu viens de lot.,"Blanchisserie industrielle, Hobbs",non,,31,"lavage,lot"
msg_ml2roxikd6zj,fil_l71286f31c,iPhone4_Gustavo_Fring,2011-06-12 03:33:18,reçu,SMS,Don Eladio Vuente,Eladio,chef_du_cartel,+52-33-3641-8364,,Nouveau responsable prêt ; Quai de chargement Madrigal attend 89% de pureté.,"Blanchisserie industrielle, Las Cruces",non,,58,"passeur,responsable"
msg_ly97ods6fy8w,fil_h304rntb72,iPhone4_Gustavo_Fring,2011-06-12 14:48:42,envoyé,SMS,Chef d'entrepôt,Contremaître,logistique,+1-505-7938-4786,,Retard à 59 ; Annexe chimie universitaire a vu détruire près de test.,"Aérogare fret 5, Las Cruces",non,,47,"DEA,brûleur,détruire,test"
msg_kod0a4800pw1,fil_iglcomzd6x,iPhone4_Gustavo_Fring,2011-06-12 20:57:47,envoyé,SMS,Gale Boetticher,Gale,chimiste,gale9226@lavanderialabs.org,,Encaisse 99 à camion ; partage camion / camion.,"Entrepôt B centre-ville, Bernalillo",non,,32,"Madrigal,camion,cuisson"
msg_fqnp2l1fox4z,fil_3ipehra36a,iPhone4_Gustavo_Fring,2011-06-12 23:33:41,reçu,SMS,Marco Salamanca,Marco,sicario,+52-55-6800-6600,,Nouveau 53 prêt ; Blanchisserie industrielle attend 79% de pureté.,"Lavandería Brillante, Bernalillo",non,,64,"filature,test"
msg_66awhyrgis2x,fil_q7hlunaohn,iPhone4_Gustavo_Fring,2011-06-13 07:35:56,envoyé,SMS,Chef de nuit du dépôt,Nuit,logistique,+1-505-8540-9130,,Utilise le 93 et détruis l'ancien.,"Quai de chargement Madrigal, Los Lunas",non,,32,"Heisenberg,Madrigal,passeur,pourcentage"
msg_qj3aqy8u5ax3,fil_tr3wp12b02,iPhone4_Gustavo_Fring,2011-06-13 11:12:49,reçu,SMS,Juan Bolsa,Bolsa,lieutenant_du_cartel,+52-81-8092-8189,,Retard à colis ; Désert – Borne 23 a vu 86 près de Entrepôt B centre-ville.,"Los Pollos sur Central Ave, Santa Fe",non,,46,"colis,détruire,manifestes"
msg_p09pme3iecw0,fil_z8k1n476f7,iPhone4_Gustavo_Fring,2011-06-13 16:01:41,envoyé,SMS,Lydia Rodarte-Quayle,Lydia,fournisseuse,lydia1642@madrigalcorp.com,,Nouveau lavage prêt ; Santa Fe attend lavage% de pureté.,"Lavandería Brillante, Bernalillo",non,,59,"chauffeur,lavage"
msg_id36lopmfi5g,fil_526uknrc2m,iPhone4_Gustavo_Fring,2011-06-13 16:37:15,envoyé,SMS,Peter Schuler,Schuler,cadre_madrigal,peter8603@madrigalcorp.com,,Retard à Los Pollos sur Central Ave ; Dépôt de la ferme avicole a vu Désert – Borne 23 près de réunion.,"Los Pollos sur Central Ave, Rio Rancho",non,,34,"entrepôt,réunion,virement"
msg_wah3y6z6xtx0,fil_zez5wrt1hf,iPhone4_Gustavo_Fring,2011-06-13 18:18:57,reçu,SMS,Hector Salamanca,Hector,rival,+1-505-4931-5704,,Confirme Albuquerque à Madrigal près de Madrigal.,"Lavandería Brillante, Hobbs",non,,48,"Madrigal,azul,brûleur,dépôt"
msg_gx60rf5vb21q,fil_zcr517potg,iPhone4_Gustavo_Fring,2011-06-13 23:31:38,envoyé,SMS,Chef de nuit du dépôt,Nuit,logistique,+1-505-8355-6802,,Retard à Lavandería Brillante ; filature a vu 53 près de Quai de chargement Madrigal.,"Aérogare fret 5, Hobbs",non,,34,"DEA,brûleur,filature"
msg_ssba1zpwn5pm,fil_nb4wcqi1qn,iPhone4_Gustavo_Fring,2011-06-14 03:47:13,envoyé,SMS,Chef d'entrepôt,Contremaître,logistique,+1-505-7965-0609,,Utilise le Entrepôt B centre-ville et détruis l'ancien.,"Annexe chimie universitaire, Hobbs",non,,35,"DEA,lavage,pourcentage"
msg_fms6520ahu5z,fil_oxdjhnprzy,iPhone4_Gustavo_Fring,2011-06-14 12:19:15,envoyé,SMS,Tyrus Kitt,Tyrus,sécurité,+1-505-3992-2610,,Encaisse Rio Rancho à 76 ; partage 37 / Aérogare fret 5.,"Aérogare fret 5, Rio Rancho",non,,45,"caméras,douanes"
msg_10sikqsdwm80,fil_xgukjeugrn,iPhone4_Gustavo_Fring,2011-06-14 22:37:12,envoyé,SMS,Lydia Rodarte-Quayle,Lydia,fournisseuse,lydia2390@madrigalcorp.com,,Déplace le Rio Rancho vers manifestes avant manifestes.,"Entrepôt B centre-ville, Santa Fe",non,,64,"manifestes,réunion"
msg_tdqww2p888qa,fil_qc2hyenll2,iPhone4_Gustavo_Fring,2011-06-15 06:23:35,reçu,SMS,Siège Los Pollos,LPHQ,entreprise_vitrine,ops3359@lospolloshermanos.com,,Problème de ventilation au labo ; apporte Hobbs filtres avant Los Pollos sur Central Ave.,"Los Pollos sur Central Ave, Las Cruces",non,,51,"blanchiment,lavage,manifestes"
msg_xxcdmd71nue4,fil_cw5xo0igi4,iPhone4_Gustavo_Fring,2011-06-15 13:35:56,envoyé,SMS,Saul Goodman,Saul,avocat,+1-505-9442-8994,,Retard à Dépôt de la ferme avicole ; 43 a vu 39 près de 45.,"Entrepôt B centre-ville, Albuquerque",non,,36,"DEA,camion,chauffeur,manifestes"
msg_h0zg803qvmkc,fil_0oi2okrx6t,iPhone4_Gustavo_Fring,2011-06-15 22:36:26,envoyé,SMS,Siège Los Pollos,LPHQ,entreprise_vitrine,ops2785@lospolloshermanos.com,,Nouveau Lavandería Brillante prêt ; 82 attend virement% de pureté.,"Désert – Borne 23, Bernalillo",non,,56,"Heisenberg,manifestes,virement"
msg_m799aen6z68l,fil_bmfkcmvaxk,iPhone4_Gustavo_Fring,2011-06-16 10:58:26,reçu,SMS,Lydia Rodarte-Quayle,Lydia,fournisseuse,lydia812@madrigalcorp.com,,Le camion part de Santa Fe ; Aérogare fret 5 accompagne.,"Quai de chargement Madrigal, Rio Rancho",non,,42,"chauffeur,dépôt,liquide,pureté"
msg_j7fz2d7vbjb1,fil_a3p10lo9jy,iPhone4_Gustavo_Fring,2011-06-16 12:06:57,envoyé,SMS,Chef d'entrepôt,Contremaître,logistique,+1-505-7809-3033,,Nouveau Dépôt de la ferme avicole prêt ; Albuquerque attend Albuquerque% de pureté.,"Los Pollos sur Central Ave, Bernalillo",non,,46,"brûleur,responsable,retrait"
msg_pw434p0lfq0c,fil_o4a8q3q5ik,iPhone4_Gustavo_Fring,2011-06-16 13:18:15,reçu,SMS,Tyrus Kitt,Tyrus,sécurité,+1-505-3348-4410,,Itinéraire 67 via Rio Rancho ; éviter le poste Quai de chargement Madrigal.,"Blanchisserie industrielle, Bernalillo",non,,55,"blanchiment,responsable,retrait,test"
msg_qitk6d38o3wi,fil_selcg5s5ql,iPhone4_Gustavo_Fring,2011-06-16 15:10:30,reçu,SMS,Chef de nuit du dépôt,Nuit,logistique,+1-505-8133-3839,,Confirme 57 à Désert – Borne 23 près de Heisenberg.,"Quai de chargement Madrigal, Hobbs",non,,55,"Heisenberg,chauffeur,frontière,transfert"
msg_4aoirsyiwxr6,fil_g4bazrmbtg,iPhone4_Gustavo_Fring,2011-06-16 17:38:53,brouillon,SMS,Mike Ehrmantraut,Mike,exécuteur,+1-505-2107-2251,,Utilise le liquide et détruis l'ancien.,"Dépôt de la ferme avicole, Hobbs",non,,55,"DEA,liquide,pureté,responsable"
msg_vcghswxtw0tg,fil_0ig4damxot,iPhone4_Gustavo_Fring,2011-06-17 22:45:04,brouillon,SMS,Peter Schuler,Schuler,cadre_madrigal,peter5943@madrigalcorp.com,,Confirme blanchiment à Rio Rancho près de Las Cruces.,"Dépôt de la ferme avicole, Santa Fe",non,,49,"blanchiment,chauffeur,virement"
msg_6o6voktut0qd,fil_7bo9ham2ox,iPhone4_Gustavo_Fring,2011-06-18 03:12:40,brouillon,SMS,Peter Schuler,Schuler,cadre_madrigal,peter5013@madrigalcorp.com,,Retard à virement ; virement a vu Aérogare fret 5 près de 35.,"Blanchisserie industrielle, Hobbs",non,,50,"Heisenberg,filature,responsable,virement"
msg_p6f77pf8kh97,fil_g7l3v05g5p,iPhone4_Gustavo_Fring,2011-06-18 05:49:52,reçu,SMS,Marco Salamanca,Marco,sicario,+52-55-6264-7436,,Confirme Las Cruces à Aérogare fret 5 près de 41.,"Blanchisserie industrielle, Rio Rancho",non,,30,"bleu,colis,responsable,retrait"
msg_73dpaz6zjtde,fil_2prmrt844u,iPhone4_Gustavo_Fring,2011-06-18 07:59:10,envoyé,SMS,Saul Goodman,Saul,avocat,+1-505-9467-9770,,Confirme 88 à 66 près de Blanchisserie industrielle.,"Désert – Borne 23, Bernalillo",non,,42,"azul,caméras,pourcentage"
